// Job-specific Values Database
//
// Structure of Database:
// JobID,Weight,HPFactor,HPMultiplicator,SPFactor,ShieldPenalty,Unarmed,Dagger,1HSword,2HSword,1HSpear,2HSpear,1HAxe,2HAxe,1HMace,2HMace(unused),Rod,Bow,Knuckle,Instrument,Whip,Book,Katar,Revolver,Rifle,Gatling Gun,Shotgun,Grenade Launcher,Fuuma Shuriken,2HStaff
//                              SH   UNA   DAG   SWO   SW2   SPE   SP2   AXE   AX2   MAC   2HM   ROD   BOW   KNU   INS   WHI   BOK   KAT   HGU   RIF   GGUN  SGU   GRE   HUU   2HS
// Novice
4051,	28000,150  ,500  ,300  , 5  ,440  ,530  ,490  ,560  ,590  ,690  ,540  ,590  ,490  ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000
// Dark Collector
4052,	24000,75   ,500  ,700  ,10  ,490  ,570  ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,590  ,2000 ,2000 ,2000 ,2000 ,470  ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,590
// Rune Knight		(Base 2nd to 3rd)
4054,	35000,150  ,500  ,300  , 5  ,440  ,540  ,560  ,590  ,520  ,560  ,620  ,640  ,490  ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000
// Warlock		(Base 2nd to 3rd)
4055,	30000,55   ,500  ,900  , 5  ,490  ,560  ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,540  ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,540
// Ranger		(Base 2nd to 3rd)
4056,	32000,85   ,500  ,400  , 8  ,440  ,540  ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,530  ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000
// Arch Bishop	(Base 2nd to 3rd)
4057,	30000,75   ,500  ,800  , 5  ,490  ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,490  ,2000 ,640  ,2000 ,540  ,2000 ,2000 ,480  ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,590
// Mechanic	(Base 2nd to 3rd)
4058,	38000,90   ,500  ,400  , 6  ,440  ,640  ,690  ,2000 ,2000 ,2000 ,490  ,520  ,520  ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000
// Guillotine Cross(Base 2nd to 3rd)
4059,	32000,110  ,500  ,400  , 9  ,440  ,460  ,690  ,2000 ,2000 ,2000 ,840  ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,460  ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000
// Rune Knight	(Trans 2nd to 3rd)
4060,	35000,150  ,500  ,300  , 5  ,440  ,540  ,560  ,590  ,520  ,560  ,620  ,640  ,490  ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000
// Warlock		(Trans 2nd to 3rd)
4061,	30000,55   ,500  ,900  , 5  ,490  ,560  ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,540  ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,540
// Ranger		(Trans 2nd to 3rd)
4062,	32000,85   ,500  ,400  , 8  ,440  ,540  ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,530  ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000
// Arch Bishop	(Trans 2nd to 3rd)
4063,	30000,75   ,500  ,800  , 5  ,490  ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,490  ,2000 ,640  ,2000 ,540  ,2000 ,2000 ,480  ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,590
// Mechanic	(Trans 2nd to 3rd)
4064,	38000,90   ,500  ,400  , 6  ,440  ,640  ,690  ,2000 ,2000 ,2000 ,490  ,520  ,520  ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000
// Guillotine Cross(Trans 2nd to 3rd)
4065,	32000,110  ,500  ,400  , 9  ,440  ,460  ,690  ,2000 ,2000 ,2000 ,840  ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,460  ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000
// Royal Guard	(Base 2nd to 3rd)
4066,	35000,110  ,700  ,470  , 5  ,440  ,510  ,490  ,530  ,540  ,540  ,520  ,560  ,480  ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000
// Sorcerer	(Base 2nd to 3rd)
4067,	30000,75   ,500  ,700  , 5  ,440  ,540  ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,490  ,2000 ,2000 ,2000 ,2000 ,490  ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,2000 ,490
// Minstrel	(Base 2nd to 3rd)
